Fecha,Producto,Cantidad,Precio_unitario
2025-11-28,Mantequilla,4,1548
2025-11-07,Mantequilla,7,4563
2025-11-23,Café,5,3882
2025-11-12,Mantequilla,3,2744
2025-12-01,Té,6,3622
2025-11-14,Chocolate,5,2419
2025-11-09,Queso,5,1454
2025-11-06,Pan,8,1931
2025-11-16,Chocolate,1,4149
2025-11-22,Café,4,2472
2025-11-10,Queso,2,3983
2025-11-19,Galletas,2,2799
2025-11-11,Pan,3,1694
2025-11-03,Queso,2,1325
2025-11-16,Queso,4,3569
2025-11-12,Té,6,3523
2025-11-17,Pan,10,2739
2025-11-11,Té,3,1562
2025-11-08,Queso,9,4375
2025-11-13,Té,2,4860
2025-11-12,Galletas,9,1686
2025-11-10,Café,1,1703
2025-11-28,Queso,1,2323
2025-11-27,Galletas,1,4058
2025-11-22,Queso,7,4207
2025-11-04,Queso,4,1182
2025-11-15,Pan,2,2232
2025-11-05,Café,10,3680
2025-11-07,Queso,5,3638
2025-11-27,Galletas,7,1886
2025-11-05,Café,1,2334
2025-11-17,Chocolate,10,1699
2025-11-11,Pan,7,3302
2025-11-13,Leche,7,2495
2025-11-15,Té,1,4126
2025-11-14,Arepa,6,3994
2025-11-19,Queso,4,1341
2025-11-08,Mantequilla,9,3582
2025-11-26,Arepa,6,2784
2025-11-17,Yogurt,10,1259
2025-11-11,Té,1,3561
2025-12-01,Arepa,2,2672
2025-11-11,Pan,6,2262
2025-11-05,Mantequilla,7,1794
2025-11-06,Pan,1,4282
2025-11-02,Arepa,8,1787
2025-11-20,Arepa,4,2890
2025-11-16,Pan,1,4098
2025-11-03,Yogurt,7,3221
2025-11-22,Café,3,3863
2025-11-19,Pan,7,2017
2025-11-16,Café,2,1111
2025-11-02,Yogurt,10,2390
2025-12-01,Queso,9,1455
2025-11-28,Té,6,1833
2025-11-08,Queso,9,4530
2025-11-04,Queso,5,1728
2025-11-10,Queso,5,1202
2025-11-14,Galletas,10,2282
2025-11-26,Café,7,3859
2025-11-11,Café,6,1613
2025-11-19,Leche,10,4046
2025-11-03,Arepa,4,2078
2025-11-04,Pan,9,2554
2025-11-05,Té,6,4070
2025-11-03,Pan,2,1075
2025-11-24,Chocolate,4,3281
2025-11-27,Galletas,7,4517
2025-11-24,Té,3,3044
2025-11-14,Pan,9,3451
2025-11-13,Leche,4,1522
2025-11-02,Mantequilla,9,1309
2025-11-23,Pan,5,2609
2025-12-01,Queso,8,3687
2025-11-20,Pan,5,4244
2025-11-12,Té,1,3851
2025-11-18,Té,8,4416
2025-11-07,Mantequilla,10,4710
2025-12-01,Arepa,1,1439
2025-11-26,Yogurt,7,1882
2025-11-30,Galletas,1,3549
2025-11-21,Chocolate,9,2842
2025-11-23,Chocolate,6,4156
2025-11-03,Arepa,2,1335
2025-12-01,Café,2,1114
2025-11-18,Chocolate,9,2750
2025-11-20,Queso,5,3272
2025-11-14,Café,2,2692
2025-11-15,Galletas,8,4171
2025-11-12,Té,10,1434
2025-11-30,Pan,8,1819
2025-11-02,Café,6,2538
2025-11-10,Arepa,5,4819
2025-11-17,Mantequilla,1,2650
2025-11-12,Café,4,2404
2025-11-07,Mantequilla,3,1257
2025-11-20,Leche,10,4353
2025-12-01,Mantequilla,3,2326
2025-11-18,Arepa,3,1468
2025-11-04,Café,7,3184
2025-11-24,Leche,5,4531
2025-11-08,Pan,10,4407
2025-11-07,Arepa,7,1038
2025-11-27,Chocolate,9,3606
2025-11-10,Café,5,4464
2025-11-13,Galletas,7,1859
2025-11-06,Galletas,2,4573
2025-11-17,Queso,5,4391
2025-11-05,Té,10,3826
2025-11-23,Queso,1,4385
2025-11-20,Chocolate,5,1364
2025-12-01,Pan,1,2751
2025-11-14,Leche,5,4517
2025-11-12,Chocolate,8,4688
2025-11-02,Té,5,4281
2025-11-06,Queso,5,1805
2025-11-21,Café,2,1891
2025-11-20,Arepa,4,2657
2025-11-11,Té,9,2708
2025-11-21,Yogurt,4,2440
2025-11-06,Yogurt,3,4375
2025-11-15,Leche,3,2813
2025-11-23,Mantequilla,10,3950
2025-11-13,Yogurt,8,3133
2025-11-15,Té,7,3082
2025-11-09,Galletas,1,2768
2025-11-22,Arepa,8,4511
2025-11-23,Yogurt,1,2441
2025-11-02,Chocolate,6,4760
2025-11-11,Yogurt,10,2569
2025-11-05,Arepa,4,4975
2025-11-27,Leche,6,3418
2025-11-24,Leche,9,3460
2025-11-05,Café,10,3959
2025-11-24,Galletas,6,1214
2025-11-26,Leche,3,2443
2025-11-10,Yogurt,2,3742
2025-11-18,Mantequilla,7,4513
2025-11-12,Leche,3,1253
2025-11-29,Leche,5,4904
2025-11-19,Pan,2,4136
2025-11-20,Queso,4,1496
2025-11-18,Café,1,1800
2025-11-07,Yogurt,3,2729
2025-11-11,Yogurt,1,1304
2025-11-22,Té,5,3459
2025-11-18,Yogurt,2,1323
2025-11-23,Café,4,4745
2025-11-24,Leche,7,2079
2025-11-12,Arepa,10,2840
2025-11-15,Leche,8,4537
2025-11-20,Mantequilla,6,4147
2025-11-19,Yogurt,4,4348
2025-11-09,Leche,6,4935
2025-11-08,Yogurt,8,3344
2025-11-23,Arepa,7,2200
2025-11-15,Queso,4,3185
2025-11-09,Café,9,1235
2025-11-15,Arepa,1,4340
2025-11-22,Té,2,4588
2025-11-12,Queso,4,2240
2025-11-19,Queso,4,2588
2025-11-12,Mantequilla,4,1864
2025-11-10,Té,7,4519
2025-11-23,Café,10,1821
2025-12-01,Chocolate,7,1053
2025-11-10,Chocolate,10,1423
2025-11-12,Café,3,1749
2025-11-21,Queso,3,4949
2025-11-26,Galletas,7,2579
2025-11-26,Galletas,10,1770
2025-11-12,Chocolate,10,4019
2025-11-24,Leche,2,2826
2025-11-04,Café,6,3680
2025-12-01,Queso,5,4425
2025-11-29,Queso,5,3362
2025-12-01,Queso,10,2655
2025-11-28,Mantequilla,6,1453
2025-11-12,Mantequilla,5,4038
2025-11-02,Arepa,8,3895
2025-11-23,Arepa,3,2090
2025-11-30,Yogurt,7,4924
2025-11-18,Chocolate,9,4925
2025-11-15,Queso,10,3491
2025-11-04,Arepa,8,4702
2025-12-01,Leche,1,1475
2025-11-04,Chocolate,5,1793
2025-11-13,Arepa,4,2249
2025-11-20,Galletas,5,1801
2025-11-29,Café,7,2042
2025-11-17,Pan,1,4316
2025-11-14,Arepa,4,4246
2025-11-18,Café,7,1374
2025-11-08,Té,8,3347
2025-11-11,Chocolate,3,3326
2025-11-21,Yogurt,1,1773
2025-11-05,Café,8,1908
2025-11-06,Té,9,2280
2025-11-12,Leche,7,4984
2025-11-19,Galletas,3,2423
2025-11-19,Pan,9,1933
2025-11-03,Chocolate,3,2797
2025-11-22,Queso,1,4304
2025-11-22,Té,9,2795
2025-11-14,Arepa,7,1375
2025-11-03,Leche,5,4370
2025-11-22,Queso,6,1248
2025-11-05,Chocolate,8,4146
2025-11-13,Té,6,4494
2025-11-14,Arepa,7,2227
2025-11-23,Queso,5,1153
2025-11-30,Mantequilla,4,2484
2025-11-16,Galletas,6,2957
2025-11-18,Pan,10,4830
2025-11-21,Té,4,1450
2025-11-13,Pan,7,4325
2025-11-30,Mantequilla,7,3476
2025-11-15,Pan,4,4552
2025-11-14,Té,2,4559
2025-11-29,Pan,4,1192
2025-11-30,Chocolate,6,2332
2025-11-16,Galletas,8,2137
2025-11-08,Café,4,4399
2025-11-09,Té,1,2979
2025-11-26,Café,10,2102
2025-11-04,Té,1,1204
2025-11-28,Galletas,1,1031
2025-11-20,Mantequilla,5,1995
2025-11-03,Galletas,9,3890
2025-11-26,Leche,7,1442
2025-11-07,Queso,5,1849
2025-11-17,Pan,4,3038
2025-11-14,Chocolate,2,3847
2025-11-06,Yogurt,7,3128
2025-11-19,Chocolate,10,4848
2025-11-07,Chocolate,9,4502
2025-11-08,Pan,6,3178
2025-11-16,Té,6,3887
2025-11-14,Leche,1,4143
2025-11-16,Té,1,3876
2025-11-10,Té,6,1453
2025-11-07,Queso,6,3977
2025-11-06,Pan,1,2915
2025-11-02,Galletas,8,1538
2025-11-02,Arepa,8,2270
2025-11-14,Pan,6,2529
2025-11-30,Mantequilla,1,4782
2025-11-29,Pan,9,1618
2025-11-12,Mantequilla,7,4416
2025-11-10,Pan,2,2398
2025-11-10,Mantequilla,4,1141
2025-11-13,Arepa,1,1425
2025-11-23,Chocolate,2,1287
2025-11-26,Galletas,5,4927
2025-11-11,Chocolate,3,3450
2025-11-22,Queso,7,2990
2025-11-04,Queso,2,3517
2025-11-26,Chocolate,7,3785
2025-11-21,Mantequilla,10,4418
2025-11-20,Café,3,4032
2025-11-29,Chocolate,3,3644
2025-11-03,Galletas,1,2575
2025-11-21,Arepa,8,3300
2025-11-07,Leche,8,4575
2025-11-09,Queso,3,2347
2025-11-03,Café,3,3501
2025-11-29,Pan,10,3756
2025-11-04,Queso,6,1860
2025-11-25,Leche,6,4033
2025-11-09,Queso,9,2872
2025-11-14,Queso,6,3841
2025-11-22,Pan,4,4564
2025-11-22,Pan,1,2429
2025-11-06,Chocolate,9,2715
2025-11-13,Té,10,2198
2025-11-29,Yogurt,1,4281
2025-11-29,Pan,7,3286
2025-11-12,Café,10,3076
2025-11-16,Galletas,3,1191
2025-11-25,Mantequilla,6,3784
2025-11-19,Queso,6,3512
2025-11-16,Leche,8,2087
2025-11-04,Mantequilla,4,2146
2025-11-09,Galletas,6,4684
2025-11-08,Té,9,2286
2025-11-29,Leche,10,4364
2025-11-23,Leche,8,3704
2025-11-16,Café,10,3086
2025-11-30,Mantequilla,10,1431
2025-11-11,Yogurt,2,2692
2025-11-14,Arepa,2,1332
2025-11-26,Yogurt,3,4630
2025-11-14,Café,9,4884
2025-11-13,Chocolate,7,2307
2025-11-05,Chocolate,5,1437
2025-11-09,Café,2,3791
2025-12-01,Té,1,3283
2025-11-21,Mantequilla,7,2432
2025-11-06,Queso,1,3130
2025-11-21,Pan,6,3163
2025-11-13,Pan,6,4743
2025-11-26,Arepa,6,4391
2025-11-27,Leche,3,3967
2025-11-19,Leche,2,3846
2025-11-09,Galletas,3,1243
2025-11-19,Arepa,9,3337
2025-11-14,Mantequilla,7,2556
2025-11-02,Pan,9,2676
2025-11-18,Yogurt,5,2730
2025-11-12,Té,9,2437
2025-11-09,Galletas,9,3765
2025-11-03,Mantequilla,9,2037
2025-11-08,Té,8,1964
2025-11-04,Mantequilla,7,4077
2025-11-27,Galletas,6,3386
2025-11-12,Leche,9,4700
2025-11-06,Té,4,3798
2025-11-28,Galletas,5,4878
2025-11-20,Leche,9,1954
2025-11-15,Galletas,5,2956
2025-11-17,Queso,2,1789
2025-11-05,Té,1,4386
2025-11-11,Pan,5,2976
2025-11-21,Yogurt,7,2536
2025-11-17,Té,3,1778
2025-11-21,Galletas,8,1699
2025-12-01,Leche,3,2824
2025-11-12,Mantequilla,8,4059
2025-11-05,Café,7,3029
2025-12-01,Té,6,3531
2025-11-05,Mantequilla,4,2218
2025-11-21,Pan,9,4372
2025-11-24,Yogurt,3,2081
2025-11-12,Galletas,5,1767
2025-11-22,Café,7,1569
2025-11-24,Arepa,10,2329
2025-11-15,Queso,7,1275
2025-11-23,Arepa,6,2677
2025-11-22,Yogurt,2,2267
2025-11-29,Galletas,5,1039
2025-11-07,Café,6,4442
2025-11-05,Queso,8,2475
2025-11-28,Leche,3,4040
2025-11-21,Pan,7,3129
2025-11-21,Pan,6,1606
2025-11-23,Galletas,1,3457
2025-11-20,Arepa,10,1852
2025-12-01,Mantequilla,4,2227
2025-11-18,Queso,7,4586
2025-11-21,Leche,6,1175
2025-11-29,Mantequilla,4,1204
2025-11-09,Yogurt,8,4665
2025-11-24,Leche,7,3759
2025-11-12,Mantequilla,3,1212
2025-11-02,Yogurt,7,4099
2025-11-15,Chocolate,8,3757
2025-11-23,Queso,4,4337
2025-11-23,Café,8,3522
2025-12-01,Café,1,1082
2025-11-15,Mantequilla,2,2435
2025-11-25,Arepa,7,2571
2025-11-13,Chocolate,1,1480
2025-11-20,Arepa,6,4032
2025-11-29,Galletas,7,2558
2025-11-16,Pan,4,1880
2025-11-13,Mantequilla,3,2561
2025-11-29,Pan,3,1628
2025-11-11,Leche,8,3440
2025-11-19,Leche,8,3205
2025-11-25,Queso,3,4455
2025-11-07,Café,6,2032
2025-11-08,Galletas,7,3231
2025-11-26,Té,1,1650
2025-11-28,Yogurt,8,2376
2025-11-14,Leche,10,4473
2025-11-09,Té,8,3284
2025-11-03,Café,7,2940
2025-11-28,Pan,1,3675
2025-11-19,Queso,10,2015
2025-11-17,Pan,3,3986
2025-11-04,Pan,1,4691
2025-11-28,Té,4,1688
2025-11-11,Queso,1,4936
2025-11-14,Arepa,7,2690
2025-11-16,Galletas,2,4016
2025-11-09,Té,8,4914
2025-11-12,Pan,5,4180
2025-11-25,Té,8,1059
2025-11-12,Queso,4,2370
2025-11-12,Té,7,2690
2025-11-10,Leche,1,3327
2025-11-17,Galletas,6,1182
2025-12-01,Té,6,2518
2025-11-30,Leche,8,2657
2025-11-15,Café,6,2758
2025-11-27,Chocolate,2,2080
2025-11-16,Pan,4,3041
2025-11-29,Galletas,9,2352
2025-11-18,Pan,9,4333
2025-11-16,Chocolate,10,1249
2025-11-25,Mantequilla,5,4284
2025-11-10,Leche,8,2497
2025-11-14,Pan,2,3426
2025-11-08,Chocolate,9,2640
2025-11-04,Galletas,10,3465
2025-11-06,Leche,3,3051
2025-11-17,Té,8,4138
2025-11-24,Queso,2,3677
2025-11-18,Té,3,1057
2025-11-19,Mantequilla,6,2199
2025-11-06,Galletas,7,1233
2025-11-10,Café,1,2868
2025-11-26,Leche,5,4190
2025-11-16,Galletas,5,2353
2025-11-16,Queso,10,1208
2025-11-04,Chocolate,5,4572
2025-11-29,Queso,9,1973
2025-11-24,Mantequilla,8,2573
2025-11-18,Chocolate,3,1270
2025-11-18,Té,6,2836
2025-11-22,Mantequilla,8,2041
2025-11-09,Queso,4,2483
2025-11-12,Queso,1,2755
2025-11-15,Pan,6,3787
2025-11-12,Café,1,4020
2025-11-16,Café,1,1159
2025-11-07,Leche,6,1070
2025-11-27,Té,5,1665
2025-11-10,Té,8,3508
2025-11-23,Yogurt,5,3344
2025-11-24,Chocolate,4,2382
2025-11-22,Yogurt,4,4129
2025-11-14,Pan,8,1466
2025-11-21,Café,1,3260
2025-11-15,Chocolate,3,3780
2025-11-02,Arepa,4,4853
2025-11-23,Yogurt,7,2130
2025-11-20,Café,1,3751
2025-11-16,Yogurt,8,1868
2025-11-03,Café,5,4099
2025-11-11,Pan,7,3077
2025-11-30,Galletas,8,3698
2025-11-28,Arepa,2,2411
2025-11-09,Leche,1,2583
2025-11-14,Té,3,4232
2025-11-02,Galletas,9,4914
2025-11-26,Café,10,1450
2025-11-07,Galletas,9,4965
2025-11-10,Café,9,4708
2025-11-23,Café,8,2868
2025-11-26,Chocolate,10,3682
2025-11-12,Mantequilla,6,2081
2025-11-04,Yogurt,7,1566
2025-11-29,Café,8,3048
2025-11-14,Chocolate,4,2736
2025-11-19,Pan,6,4398
2025-11-25,Pan,1,2706
2025-11-12,Café,9,4175
2025-11-16,Yogurt,2,2587
2025-11-09,Yogurt,7,4309
2025-11-20,Chocolate,6,4970
2025-11-20,Leche,9,2620
2025-11-16,Té,8,2711
2025-12-01,Pan,9,3408
2025-11-07,Chocolate,4,1815
2025-11-05,Leche,3,1468
2025-11-10,Pan,2,2070
2025-11-28,Yogurt,1,4242
2025-12-01,Té,10,2923
2025-11-07,Galletas,4,2078
2025-11-02,Café,3,1527
2025-11-03,Mantequilla,7,1761
2025-11-29,Yogurt,4,4330
2025-11-12,Arepa,3,2578
2025-12-01,Arepa,8,3166
2025-11-20,Pan,9,1519
2025-11-07,Mantequilla,6,2804
2025-11-06,Galletas,1,4026
2025-11-12,Café,8,1464
2025-11-04,Leche,9,4351
2025-11-05,Queso,10,4601
2025-11-27,Leche,8,1721
2025-11-18,Yogurt,2,3269
2025-11-02,Queso,8,4861
2025-11-16,Té,8,3917
2025-11-30,Chocolate,6,3094
2025-11-03,Mantequilla,10,4233
2025-11-29,Café,1,3621
2025-11-09,Yogurt,7,4245
2025-11-13,Queso,5,1582
2025-11-02,Mantequilla,7,3986
2025-11-06,Café,8,3775
2025-11-19,Café,7,1323
2025-11-06,Té,5,3241
2025-11-22,Galletas,7,3704
2025-11-23,Arepa,4,3642
2025-11-29,Queso,8,2851
2025-11-15,Café,6,1136
2025-11-06,Café,6,1156
2025-11-11,Chocolate,8,1945
2025-11-19,Mantequilla,2,1247
2025-11-06,Leche,3,3355
2025-11-29,Galletas,9,2295
2025-11-07,Galletas,9,1522
2025-11-02,Queso,1,1063
2025-11-28,Café,7,1086
2025-11-09,Café,8,1879
2025-11-15,Queso,2,2002
2025-11-10,Té,2,1080
2025-11-12,Café,2,3933
2025-11-27,Mantequilla,2,3488
2025-11-12,Leche,9,1734
2025-11-13,Mantequilla,2,3727
2025-11-21,Galletas,6,2505
2025-11-12,Té,5,2437
2025-11-20,Arepa,4,3190
2025-11-11,Galletas,8,3921
2025-11-17,Café,1,3574
2025-11-15,Chocolate,8,3265
2025-11-24,Té,5,2666
2025-11-13,Arepa,5,4386
2025-11-14,Pan,4,4346
2025-11-25,Chocolate,1,3352
2025-11-16,Yogurt,4,1657
2025-11-26,Yogurt,10,4051
2025-11-11,Pan,6,1528
2025-11-09,Café,1,4342
2025-11-14,Yogurt,7,4465
2025-11-07,Chocolate,6,1600
2025-11-29,Arepa,9,3593
2025-11-28,Queso,7,2403
2025-11-24,Pan,6,4269
2025-11-29,Café,4,3987
2025-11-13,Leche,1,2265
2025-11-23,Pan,4,4429
2025-11-17,Café,5,2613
2025-11-22,Té,6,2646
2025-11-04,Chocolate,7,2064
2025-11-08,Chocolate,3,2810
2025-11-25,Leche,4,3904
2025-11-19,Té,2,1094
2025-11-15,Mantequilla,3,1013
2025-11-18,Pan,9,1425
2025-11-12,Pan,6,4408
2025-11-14,Mantequilla,2,4416
2025-11-20,Pan,5,3091
2025-11-06,Café,8,1298
2025-11-23,Mantequilla,3,1377
2025-11-18,Té,1,3472
2025-11-30,Pan,4,1187
2025-11-30,Té,10,3401
2025-12-01,Chocolate,3,3826
2025-11-23,Yogurt,4,3540
2025-11-07,Pan,6,4970
2025-11-18,Queso,8,3877
2025-11-08,Mantequilla,6,4716
2025-11-29,Pan,9,3810
2025-11-21,Café,6,2454
2025-11-21,Queso,7,3418
2025-11-09,Arepa,10,4237
2025-11-08,Yogurt,7,3261
2025-11-21,Café,9,4082
2025-11-14,Galletas,4,4035
2025-11-16,Té,9,4767
2025-11-22,Chocolate,2,4853
2025-11-21,Galletas,9,3675
2025-11-22,Yogurt,10,1113
2025-11-24,Leche,8,1895
2025-11-25,Yogurt,4,1436
2025-11-23,Té,6,3429
2025-11-02,Leche,3,2844
2025-11-02,Mantequilla,9,3690
2025-11-04,Leche,3,2452
2025-11-04,Mantequilla,4,2369
2025-11-04,Pan,4,2069
2025-11-24,Mantequilla,1,2869
2025-11-14,Yogurt,4,3985
2025-11-30,Café,3,3365
2025-11-23,Yogurt,6,4230
2025-11-22,Queso,1,4828
2025-11-07,Galletas,7,2052
2025-11-28,Queso,4,2248
2025-11-12,Mantequilla,9,2483
2025-11-17,Leche,2,1730
2025-11-15,Galletas,8,3056
2025-11-21,Galletas,9,4039
2025-11-12,Mantequilla,8,4866
2025-11-29,Leche,4,3481
2025-11-22,Queso,7,2836
2025-11-28,Arepa,2,4773
2025-11-29,Mantequilla,6,1730
2025-11-10,Pan,1,4694
2025-11-15,Té,5,4774
2025-11-22,Café,7,4511
2025-11-07,Leche,9,4424
2025-12-01,Café,1,1738
2025-11-30,Leche,9,3585
2025-11-04,Galletas,8,2486
2025-11-06,Chocolate,1,3716
2025-11-29,Leche,3,1611
2025-12-01,Café,4,1741
2025-11-28,Mantequilla,1,2835
2025-11-18,Yogurt,7,2389
2025-11-16,Mantequilla,9,4368
2025-11-27,Té,9,1843
2025-11-08,Leche,8,3899
2025-11-15,Pan,7,2176
2025-11-06,Leche,1,2076
2025-11-22,Queso,6,2387
2025-11-21,Chocolate,9,2206
2025-11-22,Leche,1,2278
2025-11-21,Pan,8,4681
2025-12-01,Chocolate,7,3449
2025-11-05,Leche,3,3832
2025-11-11,Leche,6,1258
2025-11-18,Leche,4,4394
2025-11-08,Café,2,3226
2025-11-03,Leche,5,1124
2025-11-16,Té,3,3195
2025-11-17,Yogurt,5,4017
2025-11-20,Mantequilla,4,3719
2025-11-03,Pan,7,4274
2025-11-18,Yogurt,5,4085
2025-11-25,Pan,9,2884
2025-11-12,Arepa,1,4409
2025-11-13,Pan,1,4736
2025-11-19,Yogurt,3,2537
2025-11-05,Mantequilla,4,3299
2025-11-13,Galletas,2,2762
2025-11-24,Queso,1,4538
2025-11-28,Arepa,7,2070
2025-11-30,Arepa,9,3959
2025-11-08,Mantequilla,2,3090
2025-11-23,Yogurt,2,2292
2025-11-16,Queso,1,4331
2025-11-02,Chocolate,7,3034
2025-11-27,Galletas,3,4227
2025-11-04,Yogurt,10,4943
2025-11-06,Arepa,1,3554
2025-11-11,Arepa,5,1974
2025-11-14,Mantequilla,9,1319
2025-11-13,Café,10,4812
2025-11-02,Queso,10,1605
2025-11-25,Té,1,4725
2025-11-09,Arepa,2,2233
2025-11-13,Arepa,4,2182
2025-11-16,Pan,9,2576
2025-11-09,Pan,3,2151
2025-11-29,Chocolate,1,2354
2025-11-18,Queso,9,3926
2025-11-20,Leche,7,4355
2025-11-18,Chocolate,10,2630
2025-11-11,Pan,3,2927
2025-11-26,Pan,10,1213
2025-11-13,Arepa,5,3836
2025-11-22,Galletas,8,1282
2025-11-25,Café,10,1735
2025-11-03,Galletas,6,3303
2025-11-13,Queso,3,3034
2025-11-22,Arepa,9,2195
2025-11-17,Chocolate,8,3244
2025-11-03,Té,3,4682
2025-11-23,Leche,5,1785
2025-11-15,Queso,4,3014
2025-11-11,Galletas,6,3953
2025-11-20,Té,1,4264
2025-11-08,Arepa,9,1138
2025-11-24,Galletas,1,3537
2025-11-14,Chocolate,4,4390
2025-11-20,Yogurt,4,3259
2025-11-20,Té,2,3397
2025-11-18,Chocolate,8,2662
2025-11-30,Chocolate,2,3376
2025-11-26,Queso,9,3554
2025-11-24,Té,7,1097
2025-11-18,Yogurt,8,4776
2025-11-15,Yogurt,1,2119
2025-11-02,Té,7,3095
2025-11-02,Queso,3,1668
2025-11-16,Arepa,2,2083
2025-11-02,Queso,7,1137
2025-11-04,Mantequilla,9,4163
2025-11-18,Pan,3,3574
2025-11-17,Galletas,10,4916
2025-11-04,Mantequilla,3,2264
2025-11-14,Café,4,2940
2025-11-29,Queso,3,1915
2025-11-02,Yogurt,4,3192
2025-11-10,Pan,2,3633
2025-11-09,Té,10,3338
2025-12-01,Yogurt,5,3397
2025-11-05,Pan,9,2613
2025-11-05,Arepa,1,3147
2025-11-24,Té,2,2663
2025-11-30,Yogurt,6,4063
2025-11-27,Leche,4,1606
2025-11-25,Queso,9,2907
2025-11-08,Galletas,1,4103
2025-11-03,Té,7,2995
2025-11-26,Café,7,1210
2025-11-30,Café,6,4263
2025-11-21,Queso,8,1106
2025-11-11,Queso,8,3035
2025-11-16,Yogurt,5,2625
2025-11-22,Mantequilla,3,4910
2025-11-06,Café,1,4306
2025-11-06,Té,7,2720
2025-11-05,Mantequilla,9,4265
2025-11-16,Yogurt,1,2863
2025-12-01,Arepa,10,1697
2025-11-06,Café,4,2679
2025-11-28,Yogurt,1,1913
2025-11-24,Mantequilla,2,1551
2025-11-13,Mantequilla,10,3078
2025-11-19,Mantequilla,5,3776
2025-11-07,Arepa,9,4624
2025-11-04,Leche,9,1208
2025-11-07,Arepa,3,3430
2025-11-04,Café,1,2389
2025-11-25,Arepa,5,1916
2025-12-01,Pan,3,4348
2025-11-09,Café,4,4192
2025-11-04,Pan,1,2187
2025-11-20,Chocolate,4,3559
2025-11-25,Galletas,3,3156
2025-11-24,Pan,9,2124
2025-11-02,Café,1,2685
2025-11-23,Mantequilla,5,4488
2025-11-11,Arepa,4,2652
2025-11-12,Arepa,10,3265
2025-11-02,Galletas,4,3274
2025-11-25,Mantequilla,1,4641
2025-11-15,Té,6,2584
2025-11-19,Té,7,3837
2025-11-16,Chocolate,5,1998
2025-11-27,Arepa,9,2523
2025-11-28,Arepa,10,3513
2025-11-10,Chocolate,7,3511
2025-11-10,Leche,7,1359
2025-11-26,Mantequilla,1,2611
2025-11-23,Queso,4,2215
2025-11-08,Té,7,4024
2025-11-12,Galletas,5,3056
2025-11-24,Leche,4,2078
2025-11-21,Queso,5,2688
2025-11-08,Chocolate,4,4165
2025-11-19,Té,5,3214
2025-11-06,Café,7,2033
2025-11-23,Arepa,8,4117
2025-11-22,Arepa,5,3204
2025-11-27,Queso,7,1814
2025-11-25,Mantequilla,10,4201
2025-11-18,Queso,6,4746
2025-11-16,Té,5,2406
2025-11-27,Mantequilla,6,1475
2025-11-17,Mantequilla,5,3166
2025-11-08,Galletas,10,2470
2025-12-01,Café,7,3272
2025-11-17,Mantequilla,5,3482
2025-11-15,Té,5,1527
2025-11-20,Yogurt,3,1559
2025-11-30,Queso,2,2772
2025-11-28,Chocolate,5,4320
2025-11-28,Leche,7,3711
2025-11-02,Yogurt,6,2568
2025-11-05,Pan,6,2746
2025-11-08,Café,5,4615
2025-11-22,Chocolate,4,4878
2025-11-29,Café,6,4809
2025-11-14,Pan,3,2292
2025-11-12,Yogurt,10,1253
2025-11-22,Té,5,4894
2025-11-22,Chocolate,1,4087
2025-11-27,Leche,7,2228
2025-11-28,Pan,3,4987
2025-11-15,Café,2,3783
2025-11-12,Galletas,8,2456
2025-11-04,Chocolate,2,4911
2025-11-02,Leche,4,1123
2025-11-09,Café,1,3722
2025-11-20,Chocolate,9,4964
2025-11-20,Mantequilla,3,4017
2025-11-17,Yogurt,10,3633
2025-11-18,Arepa,10,4877
2025-11-05,Chocolate,2,2764
2025-11-25,Chocolate,2,3610
2025-11-25,Leche,1,2194
2025-11-16,Arepa,5,1823
2025-11-08,Pan,7,3178
2025-11-20,Yogurt,4,2980
2025-11-07,Yogurt,8,4010
2025-11-18,Chocolate,10,4280
2025-11-09,Pan,5,1957
2025-11-02,Queso,1,1396
2025-11-03,Chocolate,2,2733
2025-11-12,Queso,3,2391
2025-11-04,Mantequilla,10,3177
2025-11-27,Mantequilla,6,4758
2025-11-17,Queso,6,2331
2025-11-09,Café,5,2284
2025-11-13,Café,2,4396
2025-11-10,Arepa,6,1557
2025-11-23,Mantequilla,4,1276
2025-11-25,Leche,7,2817
2025-11-24,Chocolate,4,4518
2025-11-17,Arepa,9,1555
2025-11-07,Café,7,4244
2025-11-09,Arepa,5,3714
2025-11-25,Café,2,4896
2025-11-14,Arepa,2,3760
2025-11-27,Galletas,1,3965
2025-11-29,Queso,2,1013
2025-11-28,Galletas,5,3217
2025-11-29,Galletas,3,1094
2025-11-18,Mantequilla,9,2067
2025-11-25,Queso,4,2282
2025-11-07,Chocolate,1,3648
2025-11-04,Chocolate,7,4785
2025-11-26,Leche,10,2693
2025-11-28,Té,10,3811
2025-11-10,Mantequilla,3,3027
2025-11-30,Leche,8,3587
2025-11-20,Galletas,1,2918
2025-11-24,Pan,7,2663
2025-11-20,Té,1,1835
2025-11-15,Mantequilla,10,3635
2025-11-23,Café,3,4024
2025-11-14,Yogurt,4,2579
2025-11-14,Pan,10,1474
2025-11-05,Chocolate,2,2458
2025-11-23,Chocolate,7,3498
2025-11-02,Queso,2,3794
2025-11-15,Arepa,2,4280
2025-11-20,Café,2,1966
2025-11-03,Queso,2,1636
2025-11-27,Leche,2,3358
2025-11-03,Mantequilla,8,2266
2025-11-28,Café,2,1298
2025-11-28,Té,3,1406
2025-11-28,Leche,5,2366
